IL,XL,X,Y,Z_CONFORM,Z_POLY,DIST
76,24,479762.0,7290123.7,2067.40,716.03,33269.6
77,24,480762.0,7290123.7,2068.15,662.30,33983.3
78,24,481762.0,7290123.7,2068.41,608.31,34709.9
79,24,482762.0,7290123.7,2088.48,554.08,35448.7
80,24,483762.0,7290123.7,1904.16,499.65,36198.9
81,24,484762.0,7290123.7,2028.53,495.92,36959.9
82,24,485762.0,7290123.7,1953.23,496.72,37731.1
83,24,486762.0,7290123.7,1897.76,497.38,38511.9
84,24,487762.0,7290123.7,1841.86,497.93,39301.9
85,24,488762.0,7290123.7,1785.96,498.37,40100.5
86,24,489762.0,7290123.7,1791.11,498.73,40907.2
87,24,490762.0,7290123.7,1674.10,499.01,41721.7
88,24,491762.0,7290123.7,1627.19,508.27,42543.5
89,24,492762.0,7290123.7,1716.60,537.16,43372.2
90,24,493762.0,7290123.7,1626.45,566.24,44207.4
91,24,494762.0,7290123.7,1542.26,591.62,45048.9
92,24,495762.0,7290123.7,1503.20,608.59,45896.4
93,24,496762.0,7290123.7,1451.18,612.58,46749.4
94,24,497762.0,7290123.7,1456.31,612.63,47607.7
95,24,498762.0,7290123.7,1339.27,612.67,48471.1
96,24,499762.0,7290123.7,1283.32,612.70,49339.4
97,24,500762.0,7290123.7,1344.00,612.72,50212.2
98,24,501762.0,7290123.7,1224.92,612.73,51089.4
99,24,502762.0,7290123.7,1115.45,612.74,51970.7
100,24,503762.0,7290123.7,1059.50,612.75,52856.0
0,25,403762.0,7291123.7,3868.88,3391.76,52401.7
1,25,404762.0,7291123.7,3812.92,3391.75,51509.1
2,25,405762.0,7291123.7,3861.76,3391.73,50620.2
3,25,406762.0,7291123.7,3701.01,3391.72,49735.3
4,25,407762.0,7291123.7,3645.06,3391.69,48854.6
5,25,408762.0,7291123.7,3598.53,3391.66,47978.2
6,25,409762.0,7291123.7,3533.14,3391.62,47106.3
7,25,410762.0,7291123.7,3477.18,3391.56,46239.3
8,25,411762.0,7291123.7,3421.22,3391.48,45377.4
9,25,412762.0,7291123.7,3542.86,3391.38,44520.8
10,25,413762.0,7291123.7,3772.65,3391.25,43669.9
11,25,414762.0,7291123.7,3709.83,3391.08,42824.9
12,25,415762.0,7291123.7,3783.67,3390.87,41986.3
13,25,416762.0,7291123.7,3933.69,3390.60,41154.2
14,25,417762.0,7291123.7,3978.45,3390.26,40329.2
15,25,418762.0,7291123.7,4037.83,3389.83,39511.6
16,25,419762.0,7291123.7,4043.98,3389.31,38701.9
17,25,420762.0,7291123.7,4141.70,3389.03,37900.5
18,25,421762.0,7291123.7,4309.34,3394.97,37107.9
19,25,422762.0,7291123.7,4155.68,3405.70,36324.6
20,25,423762.0,7291123.7,4104.06,3417.26,35551.2
21,25,424762.0,7291123.7,4092.31,3426.46,34788.4
22,25,425762.0,7291123.7,3941.96,3430.89,34036.6
23,25,426762.0,7291123.7,3785.83,3428.87,33296.7
24,25,427762.0,7291123.7,3589.66,3419.51,32569.4
25,25,428762.0,7291123.7,3564.96,3402.60,31855.3
26,25,429762.0,7291123.7,3712.99,3378.65,31155.4
27,25,430762.0,7291123.7,3603.57,3348.75,30470.6
28,25,431762.0,7291123.7,3637.45,3314.59,29801.7
29,25,432762.0,7291123.7,3736.62,3278.25,29149.7
30,25,433762.0,7291123.7,3706.85,3242.06,28515.6
31,25,434762.0,7291123.7,3646.04,3181.53,27900.6
32,25,435762.0,7291123.7,3455.70,3120.58,27305.8
33,25,436762.0,7291123.7,3332.34,3059.26,26732.4
34,25,437762.0,7291123.7,3356.05,2997.58,26181.6
35,25,438762.0,7291123.7,3127.77,2935.60,25654.8
36,25,439762.0,7291123.7,3078.79,2873.38,25153.1
37,25,440762.0,7291123.7,3208.41,2810.98,24678.0
38,25,441762.0,7291123.7,3304.93,2748.49,24230.8
39,25,442762.0,7291123.7,3401.79,2686.00,23813.0
40,25,443762.0,7291123.7,3364.57,2623.61,23425.8
41,25,444762.0,7291123.7,3369.42,2561.43,23070.7
42,25,445762.0,7291123.7,3475.42,2499.56,22748.8
43,25,446762.0,7291123.7,3255.35,2438.12,22461.5
44,25,447762.0,7291123.7,3099.11,2377.20,22209.9
45,25,448762.0,7291123.7,3034.42,2316.92,21995.1
46,25,449762.0,7291123.7,2916.92,2257.35,21818.0
47,25,450762.0,7291123.7,2814.53,2198.58,21679.4
48,25,451762.0,7291123.7,2607.43,2140.68,21579.9
49,25,452762.0,7291123.7,2477.08,2083.68,21520.0
50,25,453762.0,7291123.7,2484.00,2027.63,21500.0
51,25,454762.0,7291123.7,2198.93,1972.52,21520.0
52,25,455762.0,7291123.7,2022.62,1918.36,21579.9
53,25,456762.0,7291123.7,2024.48,1865.10,21679.4
54,25,457762.0,7291123.7,2026.88,1812.71,21818.0
55,25,458762.0,7291123.7,2039.19,1761.12,21995.1
56,25,459762.0,7291123.7,2033.04,1710.24,22209.9
57,25,460762.0,7291123.7,2036.64,1660.00,22461.5
58,25,461762.0,7291123.7,2145.29,1610.28,22748.8
59,25,462762.0,7291123.7,2044.51,1560.99,23070.7
60,25,463762.0,7291123.7,2048.61,1512.01,23425.8
61,25,464762.0,7291123.7,2052.70,1463.24,23813.0
62,25,465762.0,7291123.7,2056.73,1414.57,24230.8
63,25,466762.0,7291123.7,2070.05,1365.90,24678.0
64,25,467762.0,7291123.7,2064.33,1317.14,25153.1
65,25,468762.0,7291123.7,2067.82,1268.20,25654.8
66,25,469762.0,7291123.7,2175.86,1219.02,26181.6
67,25,470762.0,7291123.7,2074.04,1169.54,26732.4
68,25,471762.0,7291123.7,2076.75,1119.70,27305.8
69,25,472762.0,7291123.7,2079.17,1069.49,27900.6
70,25,473762.0,7291123.7,2081.35,1018.86,28515.6
71,25,474762.0,7291123.7,2092.69,967.81,29149.7
72,25,475762.0,7291123.7,2084.95,916.34,29801.7
73,25,476762.0,7291123.7,2086.42,864.45,30470.6
74,25,477762.0,7291123.7,2192.51,812.16,31155.4
75,25,478762.0,7291123.7,2088.84,759.48,31855.3
76,25,479762.0,7291123.7,2089.83,706.44,32569.4
77,25,480762.0,7291123.7,2062.34,653.05,33296.7
78,25,481762.0,7291123.7,2007.15,599.37,34036.6
79,25,482762.0,7291123.7,1999.07,545.40,34788.4
80,25,483762.0,7291123.7,1933.49,493.98,35551.2
81,25,484762.0,7291123.7,1946.70,495.13,36324.6
82,25,485762.0,7291123.7,1899.63,496.09,37107.9
83,25,486762.0,7291123.7,1899.73,496.88,37900.5
84,25,487762.0,7291123.7,1872.19,497.53,38701.9
85,25,488762.0,7291123.7,1816.29,498.05,39511.6
86,25,489762.0,7291123.7,1865.17,498.48,40329.2
87,25,490762.0,7291123.7,1704.44,498.82,41154.2
88,25,491762.0,7291123.7,1648.51,499.09,41986.3
89,25,492762.0,7291123.7,1611.76,509.06,42824.9
90,25,493762.0,7291123.7,1579.61,542.45,43669.9
91,25,494762.0,7291123.7,1554.98,573.90,44520.8
92,25,495762.0,7291123.7,1523.87,598.84,45377.4
93,25,496762.0,7291123.7,1480.86,611.87,46239.3
94,25,497762.0,7291123.7,1530.39,612.61,47106.3
95,25,498762.0,7291123.7,1369.64,612.65,47978.2
96,25,499762.0,7291123.7,1313.69,612.68,48854.6
97,25,500762.0,7291123.7,1267.16,612.71,49735.3
98,25,501762.0,7291123.7,1201.78,612.72,50620.2
99,25,502762.0,7291123.7,1145.82,612.74,51509.1
100,25,503762.0,7291123.7,1089.87,612.75,52401.7
0,26,403762.0,7292123.7,3899.24,3391.75,51961.7
1,26,404762.0,7292123.7,3843.29,3391.74,51061.9
2,26,405762.0,7292123.7,3872.68,3391.73,50165.6
3,26,406762.0,7292123.7,3731.38,3391.70,49273.1
4,26,407762.0,7292123.7,3675.42,3391.68,48384.5
5,26,408762.0,7292123.7,3619.47,3391.64,47500.0
6,26,409762.0,7292123.7,3563.51,3391.58,46619.9
7,26,410762.0,7292123.7,3507.55,3391.52,45744.3
8,26,411762.0,7292123.7,3451.59,3391.42,44873.5
9,26,412762.0,7292123.7,3483.65,3391.31,44007.9
10,26,413762.0,7292123.7,3724.76,3391.15,43147.6
11,26,414762.0,7292123.7,3623.21,3390.95,42293.0
12,26,415762.0,7292123.7,3755.66,3390.70,41444.4
13,26,416762.0,7292123.7,3809.66,3390.38,40602.2
14,26,417762.0,7292123.7,3853.75,3389.98,39766.6
15,26,418762.0,7292123.7,3990.80,3389.47,38938.2
16,26,419762.0,7292123.7,3951.84,3388.85,38117.3
17,26,420762.0,7292123.7,4091.92,3391.34,37304.4
18,26,421762.0,7292123.7,4332.87,3402.27,36500.0
19,26,422762.0,7292123.7,4203.02,3417.24,35704.6
20,26,423762.0,7292123.7,4271.20,3432.17,34918.7
21,26,424762.0,7292123.7,4220.83,3443.82,34143.1
22,26,425762.0,7292123.7,4116.89,3449.69,33378.2
23,26,426762.0,7292123.7,4067.21,3448.03,32624.8
24,26,427762.0,7292123.7,3831.03,3437.91,31883.6
25,26,428762.0,7292123.7,3809.35,3419.10,31155.4
26,26,429762.0,7292123.7,3950.81,3392.12,30441.1
27,26,430762.0,7292123.7,3781.29,3358.16,29741.5
28,26,431762.0,7292123.7,3851.63,3319.01,29057.6
29,26,432762.0,7292123.7,3827.70,3276.95,28390.4
30,26,433762.0,7292123.7,3761.02,3234.56,27741.0
31,26,434762.0,7292123.7,3730.84,3173.11,27110.5
32,26,435762.0,7292123.7,3657.71,3111.18,26500.0
33,26,436762.0,7292123.7,3492.63,3048.78,25910.9
34,26,437762.0,7292123.7,3572.01,2985.97,25344.4
35,26,438762.0,7292123.7,3346.81,2922.81,24801.9
36,26,439762.0,7292123.7,3292.35,2859.35,24284.9
37,26,440762.0,7292123.7,3460.55,2795.69,23794.7
38,26,441762.0,7292123.7,3450.26,2731.92,23332.8
39,26,442762.0,7292123.7,3501.34,2668.15,22900.8
40,26,443762.0,7292123.7,3504.35,2604.50,22500.0
41,26,444762.0,7292123.7,3391.91,2541.09,22132.0
42,26,445762.0,7292123.7,3477.46,2478.06,21798.2
43,26,446762.0,7292123.7,3188.23,2415.53,21500.0
44,26,447762.0,7292123.7,2991.60,2353.62,21238.6
45,26,448762.0,7292123.7,2971.20,2292.46,21015.3
46,26,449762.0,7292123.7,2775.32,2232.15,20831.1
47,26,450762.0,7292123.7,2673.03,2172.79,20686.8
48,26,451762.0,7292123.7,2561.53,2114.46,20583.2
49,26,452762.0,7292123.7,2372.31,2057.20,20520.8
50,26,453762.0,7292123.7,2417.88,2001.06,20500.0
51,26,454762.0,7292123.7,2121.57,1946.04,20520.8
52,26,455762.0,7292123.7,2035.09,1892.14,20583.2
53,26,456762.0,7292123.7,2037.37,1839.31,20686.8
54,26,457762.0,7292123.7,2040.32,1787.51,20831.1
55,26,458762.0,7292123.7,2043.90,1736.66,21015.3
56,26,459762.0,7292123.7,2047.98,1686.66,21238.6
57,26,460762.0,7292123.7,2052.49,1637.41,21500.0
58,26,461762.0,7292123.7,2142.65,1588.78,21798.2
59,26,462762.0,7292123.7,2062.33,1540.65,22132.0
60,26,463762.0,7292123.7,2067.45,1492.90,22500.0
61,26,464762.0,7292123.7,2072.58,1445.39,22900.8
62,26,465762.0,7292123.7,2077.62,1398.00,23332.8
63,26,466762.0,7292123.7,2082.49,1350.61,23794.7
64,26,467762.0,7292123.7,2087.12,1303.11,24284.9
65,26,468762.0,7292123.7,2091.49,1255.41,24801.9
66,26,469762.0,7292123.7,2180.87,1207.41,25344.4
67,26,470762.0,7292123.7,2099.22,1159.06,25910.9
68,26,471762.0,7292123.7,2102.58,1110.30,26500.0
69,26,472762.0,7292123.7,2105.57,1061.07,27110.5
70,26,473762.0,7292123.7,2108.24,1011.36,27741.0
71,26,474762.0,7292123.7,2110.59,961.16,28390.4
72,26,475762.0,7292123.7,2112.64,910.45,29057.6
73,26,476762.0,7292123.7,2114.42,859.25,29741.5
74,26,477762.0,7292123.7,2201.32,807.56,30441.1
75,26,478762.0,7292123.7,2117.30,755.42,31155.4
76,26,479762.0,7292123.7,2115.70,702.85,31883.6
77,26,480762.0,7292123.7,2060.75,649.88,32624.8
78,26,481762.0,7292123.7,2005.66,596.55,33378.2
79,26,482762.0,7292123.7,1972.70,542.88,34143.1
80,26,483762.0,7292123.7,1992.64,492.86,34918.7
81,26,484762.0,7292123.7,1921.59,494.23,35704.6
82,26,485762.0,7292123.7,1899.53,495.36,36500.0
83,26,486762.0,7292123.7,1899.66,496.30,37304.4
84,26,487762.0,7292123.7,1899.76,497.07,38117.3
85,26,488762.0,7292123.7,1846.62,497.69,38938.2
86,26,489762.0,7292123.7,1876.07,498.20,39766.6
87,26,490762.0,7292123.7,1734.80,498.60,40602.2
88,26,491762.0,7292123.7,1678.87,498.92,41444.4
89,26,492762.0,7292123.7,1622.93,499.17,42293.0
90,26,493762.0,7292123.7,1586.65,519.03,43147.6
91,26,494762.0,7292123.7,1566.50,554.99,44007.9
92,26,495762.0,7292123.7,1541.54,586.08,44873.5
93,26,496762.0,7292123.7,1506.48,607.08,45744.3
94,26,497762.0,7292123.7,1541.31,612.57,46619.9
95,26,498762.0,7292123.7,1400.01,612.63,47500.0
96,26,499762.0,7292123.7,1344.05,612.67,48384.5
97,26,500762.0,7292123.7,1288.10,612.69,49273.1
98,26,501762.0,7292123.7,1232.14,612.72,50165.6
99,26,502762.0,7292123.7,1176.19,612.73,51061.9
100,26,503762.0,7292123.7,1120.23,612.74,51961.7
0,27,403762.0,7293123.7,3929.61,3391.75,51536.4
1,27,404762.0,7293123.7,3873.66,3391.73,50629.5
2,27,405762.0,7293123.7,3887.14,3391.72,49725.9
3,27,406762.0,7293123.7,3761.75,3391.69,48825.9
4,27,407762.0,7293123.7,3742.27,3391.66,47929.6
5,27,408762.0,7293123.7,3649.84,3391.61,47037.1
6,27,409762.0,7293123.7,3593.87,3391.55,46148.8
7,27,410762.0,7293123.7,3537.92,3391.47,45264.7
8,27,411762.0,7293123.7,3481.96,3391.36,44385.3
9,27,412762.0,7293123.7,3526.64,3391.22,43510.6
10,27,413762.0,7293123.7,3690.97,3391.04,42641.1
11,27,414762.0,7293123.7,3592.15,3390.81,41776.9
12,27,415762.0,7293123.7,3775.18,3390.51,40918.5
13,27,416762.0,7293123.7,3765.63,3390.13,40066.0
14,27,417762.0,7293123.7,3788.98,3389.66,39220.0
15,27,418762.0,7293123.7,3913.49,3389.06,38380.8
16,27,419762.0,7293123.7,3997.05,3388.48,37548.8
17,27,420762.0,7293123.7,4146.75,3395.77,36724.4
18,27,421762.0,7293123.7,4372.44,3411.43,35908.1
19,27,422762.0,7293123.7,4302.42,3430.53,35100.5
20,27,423762.0,7293123.7,4479.23,3448.90,34302.1
21,27,424762.0,7293123.7,4427.29,3463.18,33513.5
22,27,425762.0,7293123.7,4358.99,3470.78,32735.3
23,27,426762.0,7293123.7,4329.13,3469.90,31968.3
24,27,427762.0,7293123.7,4211.67,3459.50,31213.1
25,27,428762.0,7293123.7,4152.83,3439.33,30470.6
26,27,429762.0,7293123.7,4210.65,3409.88,29741.5
27,27,430762.0,7293123.7,4029.07,3372.37,29026.9
28,27,431762.0,7293123.7,4131.84,3328.68,28327.7
29,27,432762.0,7293123.7,4021.29,3281.25,27644.8
30,27,433762.0,7293123.7,3902.00,3232.92,26979.5
31,27,434762.0,7293123.7,3918.31,3170.42,26332.9
32,27,435762.0,7293123.7,3926.15,3107.36,25706.2
33,27,436762.0,7293123.7,3723.72,3043.76,25100.7
34,27,437762.0,7293123.7,3811.11,2979.67,24517.9
35,27,438762.0,7293123.7,3666.46,2915.16,23959.1
36,27,439762.0,7293123.7,3647.07,2850.30,23425.8
37,27,440762.0,7293123.7,3695.45,2785.21,22919.7
38,27,441762.0,7293123.7,3665.17,2719.99,22442.2
39,27,442762.0,7293123.7,3681.37,2654.77,21995.1
40,27,443762.0,7293123.7,3687.53,2589.69,21579.9
41,27,444762.0,7293123.7,3468.81,2524.89,21198.2
42,27,445762.0,7293123.7,3497.59,2460.54,20851.6
43,27,446762.0,7293123.7,3227.29,2396.77,20541.6
44,27,447762.0,7293123.7,3024.87,2333.74,20269.7
45,27,448762.0,7293123.7,2881.09,2271.60,20037.2
46,27,449762.0,7293123.7,2696.90,2210.45,19845.2
47,27,450762.0,7293123.7,2614.66,2150.42,19694.8
48,27,451762.0,7293123.7,2566.18,2091.60,19586.8
49,27,452762.0,7293123.7,2326.08,2034.04,19521.7
50,27,453762.0,7293123.7,2368.80,1977.80,19500.0
51,27,454762.0,7293123.7,2149.38,1922.88,19521.7
52,27,455762.0,7293123.7,2050.58,1869.28,19586.8
53,27,456762.0,7293123.7,2053.37,1816.94,19694.8
54,27,457762.0,7293123.7,2057.01,1765.81,19845.2
55,27,458762.0,7293123.7,2061.42,1715.80,20037.2
56,27,459762.0,7293123.7,2102.97,1666.78,20269.7
57,27,460762.0,7293123.7,2072.09,1618.65,20541.6
58,27,461762.0,7293123.7,2147.53,1571.26,20851.6
59,27,462762.0,7293123.7,2084.35,1524.45,21198.2
60,27,463762.0,7293123.7,2090.73,1478.09,21579.9
61,27,464762.0,7293123.7,2097.12,1432.01,21995.1
62,27,465762.0,7293123.7,2103.38,1386.07,22442.2
63,27,466762.0,7293123.7,2109.45,1340.13,22919.7
64,27,467762.0,7293123.7,2151.69,1294.06,23425.8
65,27,468762.0,7293123.7,2120.63,1247.76,23959.1
66,27,469762.0,7293123.7,2195.07,1201.11,24517.9
67,27,470762.0,7293123.7,2130.22,1154.04,25100.7
68,27,471762.0,7293123.7,2134.35,1106.48,25706.2
69,27,472762.0,7293123.7,2138.05,1058.38,26332.9
70,27,473762.0,7293123.7,2141.32,1009.72,26979.5
71,27,474762.0,7293123.7,2144.19,960.46,27644.8
72,27,475762.0,7293123.7,2183.16,910.62,28327.7
73,27,476762.0,7293123.7,2148.84,860.19,29026.9
74,27,477762.0,7293123.7,2220.13,809.20,29741.5
75,27,478762.0,7293123.7,2152.28,757.66,30470.6
76,27,479762.0,7293123.7,2120.53,705.63,31213.1
77,27,480762.0,7293123.7,2065.73,653.12,31968.3
78,27,481762.0,7293123.7,2010.78,600.18,32735.3
79,27,482762.0,7293123.7,2027.84,546.86,33513.5
80,27,483762.0,7293123.7,2093.76,493.19,34302.1
81,27,484762.0,7293123.7,1971.34,493.20,35100.5
82,27,485762.0,7293123.7,1899.41,494.54,35908.1
83,27,486762.0,7293123.7,1899.57,495.64,36724.4
84,27,487762.0,7293123.7,1899.69,496.55,37548.8
85,27,488762.0,7293123.7,1876.94,497.28,38380.8
86,27,489762.0,7293123.7,1890.49,497.88,39220.0
87,27,490762.0,7293123.7,1765.14,498.35,40066.0
88,27,491762.0,7293123.7,1745.70,498.73,40918.5
89,27,492762.0,7293123.7,1653.29,499.03,41776.9
90,27,493762.0,7293123.7,1597.35,499.26,42641.1
91,27,494762.0,7293123.7,1579.00,537.03,43510.6
92,27,495762.0,7293123.7,1558.53,572.65,44385.3
93,27,496762.0,7293123.7,1529.56,599.74,45264.7
94,27,497762.0,7293123.7,1555.54,612.32,46148.8
95,27,498762.0,7293123.7,1430.38,612.60,47037.1
96,27,499762.0,7293123.7,1410.90,612.65,47929.6
97,27,500762.0,7293123.7,1318.47,612.68,48825.9
98,27,501762.0,7293123.7,1262.51,612.71,49725.9
99,27,502762.0,7293123.7,1206.56,612.72,50629.5
100,27,503762.0,7293123.7,1150.60,612.74,51536.4
0,28,403762.0,7294123.7,3959.98,3391.74,51126.0
1,28,404762.0,7294123.7,3914.91,3391.73,50212.2
2,28,405762.0,7294123.7,3848.07,3391.71,49301.5
3,28,406762.0,7294123.7,3792.11,3391.68,48394.1
4,28,407762.0,7294123.7,3750.62,3391.64,47490.2
5,28,408762.0,7294123.7,3707.47,3391.58,46589.9
6,28,409762.0,7294123.7,3640.20,3391.51,45693.5
7,28,410762.0,7294123.7,3609.48,3391.42,44801.1
8,28,411762.0,7294123.7,3512.32,3391.29,43913.1
9,28,412762.0,7294123.7,3577.71,3391.13,43029.6
10,28,413762.0,7294123.7,3534.59,3390.92,42150.8
11,28,414762.0,7294123.7,3631.10,3390.64,41277.2
12,28,415762.0,7294123.7,3721.24,3390.29,40409.0
13,28,416762.0,7294123.7,3778.67,3389.85,39546.5
14,28,417762.0,7294123.7,3822.44,3389.30,38690.0
15,28,418762.0,7294123.7,3929.33,3388.60,37840.1
16,28,419762.0,7294123.7,3898.40,3389.40,36996.9
17,28,420762.0,7294123.7,4211.60,3401.41,36161.1
18,28,421762.0,7294123.7,4281.92,3421.48,35333.0
19,28,422762.0,7294123.7,4443.37,3444.54,34513.2
20,28,423762.0,7294123.7,4568.50,3466.36,33702.2
21,28,424762.0,7294123.7,4641.17,3483.43,32900.5
22,28,425762.0,7294123.7,4657.74,3493.07,32109.0
23,28,426762.0,7294123.7,4642.60,3493.39,31328.1
24,28,427762.0,7294123.7,4400.23,3483.26,30558.8
25,28,428762.0,7294123.7,4456.71,3462.36,29801.7
26,28,429762.0,7294123.7,4315.88,3431.11,29057.6
27,28,430762.0,7294123.7,4330.55,3390.73,28327.7
28,28,431762.0,7294123.7,4334.76,3343.13,27612.7
29,28,432762.0,7294123.7,4278.28,3290.88,26913.8
30,28,433762.0,7294123.7,4156.33,3237.02,26232.1
31,28,434762.0,7294123.7,4169.49,3173.36,25568.9
32,28,435762.0,7294123.7,4118.02,3109.03,24925.3
33,28,436762.0,7294123.7,4009.72,3044.07,24302.9
34,28,437762.0,7294123.7,3897.34,2978.55,23702.9
35,28,438762.0,7294123.7,3948.74,2912.52,23127.1
36,28,439762.0,7294123.7,3812.39,2846.10,22576.8
37,28,440762.0,7294123.7,3984.90,2779.40,22053.9
38,28,441762.0,7294123.7,3939.97,2712.55,21559.9
39,28,442762.0,7294123.7,3872.11,2645.69,21096.7
40,28,443762.0,7294123.7,3755.15,2579.01,20666.1
41,28,444762.0,7294123.7,3590.25,2512.65,20269.7
42,28,445762.0,7294123.7,3390.19,2446.82,19909.4
43,28,446762.0,7294123.7,3278.41,2381.67,19586.8
44,28,447762.0,7294123.7,2916.00,2317.38,19303.5
45,28,448762.0,7294123.7,2887.02,2254.12,19061.0
46,28,449762.0,7294123.7,2719.41,2192.03,18860.7
47,28,450762.0,7294123.7,2615.91,2131.25,18703.6
48,28,451762.0,7294123.7,2499.84,2071.88,18590.7
49,28,452762.0,7294123.7,2352.25,2013.99,18522.7
50,28,453762.0,7294123.7,2199.52,1957.64,18500.0
51,28,454762.0,7294123.7,2187.67,1902.83,18522.7
52,28,455762.0,7294123.7,2068.53,1849.56,18590.7
53,28,456762.0,7294123.7,2113.12,1797.77,18703.6
54,28,457762.0,7294123.7,2092.35,1747.39,18860.7
55,28,458762.0,7294123.7,2109.09,1698.32,19061.0
56,28,459762.0,7294123.7,2102.54,1650.42,19303.5
57,28,460762.0,7294123.7,2094.99,1603.55,19586.8
58,28,461762.0,7294123.7,2102.41,1557.54,19909.4
59,28,462762.0,7294123.7,2121.04,1512.21,20269.7
60,28,463762.0,7294123.7,2118.05,1467.41,20666.1
61,28,464762.0,7294123.7,2167.15,1422.93,21096.7
62,28,465762.0,7294123.7,2149.67,1378.63,21559.9
63,28,466762.0,7294123.7,2168.48,1334.32,22053.9
64,28,467762.0,7294123.7,2162.80,1289.86,22576.8
65,28,468762.0,7294123.7,2155.02,1245.12,23127.1
66,28,469762.0,7294123.7,2161.20,1199.99,23702.9
67,28,470762.0,7294123.7,2177.73,1154.35,24302.9
68,28,471762.0,7294123.7,2171.92,1108.15,24925.3
69,28,472762.0,7294123.7,2217.66,1061.32,25568.9
70,28,473762.0,7294123.7,2196.42,1013.82,26232.1
71,28,474762.0,7294123.7,2211.23,965.64,26913.8
72,28,475762.0,7294123.7,2201.45,916.76,27612.7
73,28,476762.0,7294123.7,2189.60,867.21,28327.7
74,28,477762.0,7294123.7,2191.82,816.99,29057.6
75,28,478762.0,7294123.7,2197.08,766.14,29801.7
76,28,479762.0,7294123.7,2131.84,714.70,30558.8
77,28,480762.0,7294123.7,2155.17,662.72,31328.1
78,28,481762.0,7294123.7,2128.98,610.23,32109.0
79,28,482762.0,7294123.7,2138.00,557.29,32900.5
80,28,483762.0,7294123.7,2121.41,503.94,33702.2
81,28,484762.0,7294123.7,2069.50,492.05,34513.2
82,28,485762.0,7294123.7,2005.79,493.61,35333.0
83,28,486762.0,7294123.7,1977.38,494.90,36161.1
84,28,487762.0,7294123.7,1899.62,495.96,36996.9
85,28,488762.0,7294123.7,1910.62,496.82,37840.1
86,28,489762.0,7294123.7,1851.38,497.52,38690.0
87,28,490762.0,7294123.7,1795.49,498.07,39546.5
88,28,491762.0,7294123.7,1754.03,498.51,40409.0
89,28,492762.0,7294123.7,1710.92,498.86,41277.2
90,28,493762.0,7294123.7,1643.67,499.14,42150.8
91,28,494762.0,7294123.7,1635.35,521.73,43029.6
92,28,495762.0,7294123.7,1576.66,560.35,43913.1
93,28,496762.0,7294123.7,1562.94,591.81,44801.1
94,28,497762.0,7294123.7,1514.42,610.23,45693.5
95,28,498762.0,7294123.7,1460.75,612.57,46589.9
96,28,499762.0,7294123.7,1419.25,612.63,47490.2
97,28,500762.0,7294123.7,1376.11,612.67,48394.1
98,28,501762.0,7294123.7,1308.84,612.70,49301.5
99,28,502762.0,7294123.7,1278.12,612.72,50212.2
100,28,503762.0,7294123.7,1180.97,612.73,51126.0
0,29,403762.0,7295123.7,3990.35,3391.74,50731.0
1,29,404762.0,7295123.7,3986.97,3391.72,49810.4
2,29,405762.0,7295123.7,3878.44,3391.69,48892.7
3,29,406762.0,7295123.7,3856.44,3391.66,47978.2
4,29,407762.0,7295123.7,3766.53,3391.61,47066.8
5,29,408762.0,7295123.7,3782.71,3391.55,46158.8
6,29,409762.0,7295123.7,3654.61,3391.47,45254.5
7,29,410762.0,7295123.7,3598.65,3391.36,44353.9
8,29,411762.0,7295123.7,3542.69,3391.21,43457.4
9,29,412762.0,7295123.7,3635.11,3391.02,42565.2
10,29,413762.0,7295123.7,3554.20,3390.78,41677.4
11,29,414762.0,7295123.7,3694.23,3390.46,40794.5
12,29,415762.0,7295123.7,3676.42,3390.06,39916.6
13,29,416762.0,7295123.7,3794.92,3389.54,39044.1
14,29,417762.0,7295123.7,3736.18,3388.90,38177.3
15,29,418762.0,7295123.7,3791.14,3388.09,37316.7
16,29,419762.0,7295123.7,3833.90,3391.23,36462.5
17,29,420762.0,7295123.7,4297.68,3407.34,35615.2
18,29,421762.0,7295123.7,4345.52,3431.38,34775.3
19,29,422762.0,7295123.7,4548.52,3458.15,33943.3
20,29,423762.0,7295123.7,4576.07,3483.32,33119.7
21,29,424762.0,7295123.7,4743.85,3503.28,32305.0
22,29,425762.0,7295123.7,4723.09,3515.23,31500.0
23,29,426762.0,7295123.7,4685.11,3517.17,30705.3
24,29,427762.0,7295123.7,4510.12,3507.87,29921.5
25,29,428762.0,7295123.7,4686.64,3486.90,29149.7
26,29,429762.0,7295123.7,4538.63,3454.63,28390.4
27,29,430762.0,7295123.7,4616.29,3412.18,27644.8
28,29,431762.0,7295123.7,4522.00,3361.47,26913.8
29,29,432762.0,7295123.7,4526.43,3305.13,26198.5
30,29,433762.0,7295123.7,4289.52,3246.38,25500.0
31,29,434762.0,7295123.7,4412.32,3181.41,24819.6
32,29,435762.0,7295123.7,4295.30,3115.68,24158.6
33,29,436762.0,7295123.7,4281.68,3049.21,23518.5
34,29,437762.0,7295123.7,4103.39,2982.08,22900.8
35,29,438762.0,7295123.7,4159.97,2914.37,22307.0
36,29,439762.0,7295123.7,3902.37,2846.21,21738.9
37,29,440762.0,7295123.7,4007.05,2777.71,21198.2
38,29,441762.0,7295123.7,3985.18,2709.04,20686.8
39,29,442762.0,7295123.7,3955.46,2640.38,20206.5
40,29,443762.0,7295123.7,3744.72,2571.89,19759.4
